ExperimentName	Subject	Group	Trial	List	Filename	TrialType	Rotation	CorrResp	RESP	ACC	RT	ExclSlow
MR_V2_F0_J1	S108	L2_Intermediate	4	169	22_0.jpg	Same	0	j	j	1	1313	0
MR_V2_F0_J1	S126	L2_Intermediate	30	73	10_0.jpg	Same	0	j	j	1	1316	0
MR_V2_F0_J1	S112	L1_Deaf	45	153	20_0.jpg	Same	0	j	f	0	1317	0
MR_V1_F1_J0	S130	L2_Intermediate	40	240	30_150_R.jpg	Mirror	150	j	j	1	1318	0
MR_V1_F1_J0	S139	L1_Deaf	30	264	33_150_R.jpg	Mirror	150	j	j	1	1318	0
MR_V2_F0_J1	S108	L2_Intermediate	10	382	48_100_R.jpg	Mirror	100	f	j	0	1320	0
MR_V1_F1_J0	S118	L2_Fluent	32	265	34_0.jpg	Same	0	f	f	1	1329	0
MR_V1_F1_J0	S120	L1_Deaf	30	162	21_0_R.jpg	Mirror	0	j	f	0	1330	0
MR_V2_F0_J1	S149	L1_Deaf	41	307	39_50.jpg	Same	50	j	j	1	1333	0
MR_V1_F1_J0	S148	L1_Hearing	39	349	44_100.jpg	Same	100	f	f	1	1333	0
MR_V1_F1_J0	S122	L2_Intermediate	23	348	44_50_R.jpg	Mirror	50	j	j	1	1336	0
MR_V1_F1_J0	S109	L1_Deaf	48	169	22_0.jpg	Same	0	f	f	1	1337	0
MR_V1_F1_J0	S152	L2_Fluent	41	358	45_100_R.jpg	Mirror	100	j	f	0	1337	0
MR_V1_F1_J0	S109	L1_Deaf	42	241	31_0.jpg	Same	0	f	f	1	1338	0
MR_V1_F1_J0	S147	L2_Fluent	12	318	40_100_R.jpg	Mirror	100	j	j	1	1339	0
MR_V2_F0_J1	S107	L1_Deaf	22	372	47_50_R.jpg	Mirror	50	f	f	1	1340	0
MR_V1_F1_J0	S121	L2_Fluent	3	171	22_50.jpg	Same	50	f	f	1	1341	0
MR_V2_F0_J1	S107	L1_Deaf	4	67	9_50.jpg	Same	50	j	j	1	1346	0
MR_V1_F1_J0	S152	L2_Fluent	24	286	36_100_R.jpg	Mirror	100	j	j	1	1346	0
MR_V2_F0_J1	S105	L1_Deaf	45	22	3_100_R.jpg	Mirror	100	f	f	1	1347	0
MR_V1_F1_J0	S121	L2_Fluent	40	28	4_50_R.jpg	Mirror	50	j	j	1	1348	0
MR_V2_F0_J1	S107	L1_Deaf	3	338	43_0_R.jpg	Mirror	0	f	f	1	1350	0
MR_V1_F1_J0	S152	L2_Fluent	28	372	47_50_R.jpg	Mirror	50	j	j	1	1350	0
MR_V1_F1_J0	S124	L1_Hearing	36	346	44_0_R.jpg	Mirror	0	j	j	1	1352	0
MR_V2_F0_J1	S143	L2_Fluent	46	113	15_0.jpg	Same	0	j	f	0	1352	0
MR_V2_F0_J1	S132	L2_Fluent	24	298	38_0_R.jpg	Mirror	0	f	f	1	1354	0
MR_V2_F0_J1	S113	L1_Hearing	5	299	38_50.jpg	Same	50	j	f	0	1355	0
MR_V2_F0_J1	S126	L2_Intermediate	46	301	38_100.jpg	Same	100	j	j	1	1355	0
MR_V2_F0_J1	S132	L2_Fluent	10	279	35_150.jpg	Same	150	j	j	1	1355	0
MR_V1_F1_J0	S118	L2_Fluent	44	92	12_50_R.jpg	Mirror	50	j	j	1	1356	0
MR_V1_F1_J0	S148	L1_Hearing	27	188	24_50_R.jpg	Mirror	50	j	j	1	1356	0
MR_V2_F0_J1	S107	L1_Deaf	26	283	36_50.jpg	Same	50	j	j	1	1359	0
MR_V1_F1_J0	S122	L2_Intermediate	32	59	8_50.jpg	Same	50	f	f	1	1360	0
MR_V1_F1_J0	S148	L1_Hearing	47	179	23_50.jpg	Same	50	f	f	1	1360	0
MR_V1_F1_J0	S148	L1_Hearing	38	5	1_100.jpg	Same	100	f	f	1	1360	0
MR_V2_F0_J1	S113	L1_Hearing	47	302	38_100_R.jpg	Mirror	100	f	f	1	1361	0
MR_V1_F1_J0	S110	L1_Deaf	4	261	33_100.jpg	Same	100	f	j	0	1366	0
MR_V2_F0_J1	S138	L1_Deaf	36	160	20_150_R.jpg	Mirror	150	f	f	1	1367	0
MR_V2_F0_J1	S126	L2_Intermediate	28	101	13_100.jpg	Same	100	j	j	1	1368	0
MR_V2_F0_J1	S113	L1_Hearing	19	374	47_100_R.jpg	Mirror	100	f	f	1	1369	0
MR_V1_F1_J0	S122	L2_Intermediate	35	319	40_150.jpg	Same	150	f	j	0	1369	0
MR_V1_F1_J0	S109	L1_Deaf	33	3	1_50.jpg	Same	50	f	j	0	1370	0
MR_V2_F0_J1	S113	L1_Hearing	41	170	22_0_R.jpg	Mirror	0	f	f	1	1371	0
MR_V2_F0_J1	S105	L1_Deaf	2	201	26_0.jpg	Same	0	j	f	0	1372	0
MR_V1_F1_J0	S140	L1_Deaf	7	123	16_50.jpg	Same	50	f	f	1	1372	0
MR_V1_F1_J0	S124	L1_Hearing	4	217	28_0.jpg	Same	0	f	f	1	1374	0
MR_V1_F1_J0	S106	L1_Deaf	47	138	18_0_R.jpg	Mirror	0	j	j	1	1376	0
MR_V2_F0_J1	S126	L2_Intermediate	43	171	22_50.jpg	Same	50	j	j	1	1379	0
MR_V2_F0_J1	S133	L2_Intermediate	22	64	8_150_R.jpg	Mirror	150	f	j	0	1379	0
MR_V1_F1_J0	S130	L2_Intermediate	39	147	19_50.jpg	Same	50	f	f	1	1380	0
MR_V1_F1_J0	S117	L1_Hearing	31	225	29_0.jpg	Same	0	f	f	1	1382	0
MR_V1_F1_J0	S111	L2_Intermediate	13	353	45_0.jpg	Same	0	f	f	1	1386	0
MR_V2_F0_J1	S149	L1_Deaf	33	33	5_0.jpg	Same	0	j	j	1	1386	0
MR_V1_F1_J0	S148	L1_Hearing	11	228	29_50_R.jpg	Mirror	50	j	j	1	1386	0
MR_V1_F1_J0	S118	L2_Fluent	18	220	28_50_R.jpg	Mirror	50	j	j	1	1394	0
MR_V2_F0_J1	S132	L2_Fluent	45	290	37_0_R.jpg	Mirror	0	f	f	1	1396	0
MR_V2_F0_J1	S153	L2_Intermediate	27	249	32_0.jpg	Same	0	j	j	1	1396	0
MR_V2_F0_J1	S126	L2_Intermediate	18	325	41_100.jpg	Same	100	j	j	1	1405	0
MR_V2_F0_J1	S108	L2_Intermediate	5	146	19_0_R.jpg	Mirror	0	f	j	0	1406	0
MR_V1_F1_J0	S136	L2_Fluent	9	337	43_0.jpg	Same	0	f	f	1	1406	0
MR_V1_F1_J0	S134	L2_Intermediate	26	371	47_50.jpg	Same	50	f	f	1	1406	0
MR_V2_F0_J1	S132	L2_Fluent	5	235	30_50.jpg	Same	50	j	j	1	1407	0
MR_V1_F1_J0	S147	L2_Fluent	16	137	18_0.jpg	Same	0	f	f	1	1408	0
MR_V1_F1_J0	S122	L2_Intermediate	36	19	3_50.jpg	Same	50	f	f	1	1409	0
MR_V1_F1_J0	S121	L2_Fluent	47	141	18_100.jpg	Same	100	f	f	1	1411	0
MR_V2_F0_J1	S108	L2_Intermediate	22	215	27_150.jpg	Same	150	j	f	0	1412	0
MR_V1_F1_J0	S121	L2_Fluent	25	322	41_0_R.jpg	Mirror	0	j	j	1	1414	0
MR_V2_F0_J1	S107	L1_Deaf	14	281	36_0.jpg	Same	0	j	j	1	1414	0
MR_V2_F0_J1	S125	L1_Hearing	17	309	39_100.jpg	Same	100	j	j	1	1417	0
MR_V2_F0_J1	S113	L1_Hearing	31	26	4_0_R.jpg	Mirror	0	f	j	0	1419	0
MR_V2_F0_J1	S107	L1_Deaf	40	108	14_50_R.jpg	Mirror	50	f	f	1	1419	0
MR_V1_F1_J0	S152	L2_Fluent	37	237	30_100.jpg	Same	100	f	f	1	1420	0
MR_V2_F0_J1	S145	L2_Fluent	21	55	7_150.jpg	Same	150	j	f	0	1420	0
MR_V1_F1_J0	S135	L2_Intermediate	1	162	21_0_R.jpg	Mirror	0	j	j	1	1421	0
MR_V1_F1_J0	S124	L1_Hearing	26	300	38_50_R.jpg	Mirror	50	j	j	1	1422	0
MR_V2_F0_J1	S105	L1_Deaf	15	211	27_50.jpg	Same	50	j	f	0	1425	0
MR_V2_F0_J1	S126	L2_Intermediate	42	138	18_0_R.jpg	Mirror	0	f	f	1	1426	0
MR_V2_F0_J1	S112	L1_Deaf	47	289	37_0.jpg	Same	0	j	f	0	1429	0
MR_V1_F1_J0	S110	L1_Deaf	15	140	18_50_R.jpg	Mirror	50	j	j	1	1429	0
MR_V2_F0_J1	S113	L1_Hearing	15	58	8_0_R.jpg	Mirror	0	f	j	0	1430	0
MR_V1_F1_J0	S124	L1_Hearing	11	188	24_50_R.jpg	Mirror	50	j	j	1	1430	0
MR_V1_F1_J0	S139	L1_Deaf	39	350	44_100_R.jpg	Mirror	100	j	j	1	1431	0
MR_V1_F1_J0	S117	L1_Hearing	46	227	29_50.jpg	Same	50	f	f	1	1432	0
MR_V1_F1_J0	S122	L2_Intermediate	22	299	38_50.jpg	Same	50	f	f	1	1432	0
MR_V1_F1_J0	S134	L2_Intermediate	17	379	48_50.jpg	Same	50	f	f	1	1433	0
MR_V2_F0_J1	S138	L1_Deaf	16	188	24_50_R.jpg	Mirror	50	f	f	1	1434	0
MR_V1_F1_J0	S140	L1_Deaf	13	201	26_0.jpg	Same	0	f	f	1	1438	0
MR_V1_F1_J0	S139	L1_Deaf	32	291	37_50.jpg	Same	50	f	f	1	1442	0
MR_V1_F1_J0	S136	L2_Fluent	48	2	1_0_R.jpg	Mirror	0	j	f	0	1443	0
MR_V2_F0_J1	S146	L2_Fluent	44	29	4_100.jpg	Same	100	j	f	0	1444	0
MR_V2_F0_J1	S107	L1_Deaf	1	109	14_100.jpg	Same	100	j	j	1	1445	0
MR_V1_F1_J0	S148	L1_Hearing	42	205	26_100.jpg	Same	100	f	f	1	1446	0
MR_V1_F1_J0	S117	L1_Hearing	13	289	37_0.jpg	Same	0	f	f	1	1447	0
MR_V1_F1_J0	S134	L2_Intermediate	45	121	16_0.jpg	Same	0	f	f	1	1447	0
MR_V2_F0_J1	S131	L2_Intermediate	22	209	27_0.jpg	Same	0	j	j	1	1448	0
MR_V2_F0_J1	S132	L2_Fluent	42	244	31_50_R.jpg	Mirror	50	f	f	1	1449	0
MR_V1_F1_J0	S130	L2_Intermediate	26	175	22_150.jpg	Same	150	f	f	1	1450	0
MR_V1_F1_J0	S121	L2_Fluent	6	37	5_100.jpg	Same	100	f	f	1	1453	0
MR_V1_F1_J0	S140	L1_Deaf	8	179	23_50.jpg	Same	50	f	f	1	1454	0
MR_V2_F0_J1	S108	L2_Intermediate	21	376	47_150_R.jpg	Mirror	150	f	f	1	1454	0
MR_V1_F1_J0	S148	L1_Hearing	3	230	29_100_R.jpg	Mirror	100	j	j	1	1456	0
MR_V2_F0_J1	S132	L2_Fluent	11	247	31_150.jpg	Same	150	j	j	1	1456	0
MR_V1_F1_J0	S122	L2_Intermediate	17	243	31_50.jpg	Same	50	f	f	1	1458	0
MR_V2_F0_J1	S146	L2_Fluent	13	139	18_50.jpg	Same	50	j	j	1	1459	0
MR_V2_F0_J1	S125	L1_Hearing	18	331	42_50.jpg	Same	50	j	j	1	1459	0
MR_V2_F0_J1	S126	L2_Intermediate	10	365	46_100.jpg	Same	100	j	j	1	1459	0
MR_V2_F0_J1	S149	L1_Deaf	17	249	32_0.jpg	Same	0	j	j	1	1460	0
MR_V1_F1_J0	S118	L2_Fluent	27	105	14_0.jpg	Same	0	f	f	1	1463	0
MR_V1_F1_J0	S124	L1_Hearing	25	228	29_50_R.jpg	Mirror	50	j	j	1	1463	0
MR_V2_F0_J1	S153	L2_Intermediate	31	252	32_50_R.jpg	Mirror	50	f	f	1	1464	0
MR_V1_F1_J0	S130	L2_Intermediate	6	311	39_150.jpg	Same	150	f	f	1	1464	0
MR_V2_F0_J1	S146	L2_Fluent	11	221	28_100.jpg	Same	100	j	j	1	1467	0
MR_V1_F1_J0	S121	L2_Fluent	37	219	28_50.jpg	Same	50	f	f	1	1471	0
MR_V2_F0_J1	S126	L2_Intermediate	2	93	12_100.jpg	Same	100	j	j	1	1471	0
MR_V1_F1_J0	S134	L2_Intermediate	24	313	40_0.jpg	Same	0	f	f	1	1472	0
MR_V2_F0_J1	S133	L2_Intermediate	43	294	37_100_R.jpg	Mirror	100	f	j	0	1472	0
MR_V1_F1_J0	S139	L1_Deaf	17	236	30_50_R.jpg	Mirror	50	j	j	1	1473	0
MR_V1_F1_J0	S118	L2_Fluent	30	241	31_0.jpg	Same	0	f	f	1	1474	0
MR_V1_F1_J0	S111	L2_Intermediate	25	303	38_150.jpg	Same	150	f	f	1	1477	0
MR_V1_F1_J0	S117	L1_Hearing	4	354	45_0_R.jpg	Mirror	0	j	j	1	1480	0
MR_V2_F0_J1	S105	L1_Deaf	46	235	30_50.jpg	Same	50	j	f	0	1480	0
MR_V1_F1_J0	S130	L2_Intermediate	29	347	44_50.jpg	Same	50	f	f	1	1480	0
MR_V2_F0_J1	S150	L1_Hearing	28	170	22_0_R.jpg	Mirror	0	f	f	1	1482	0
MR_V1_F1_J0	S124	L1_Hearing	24	308	39_50_R.jpg	Mirror	50	j	j	1	1482	0
MR_V1_F1_J0	S140	L1_Deaf	18	140	18_50_R.jpg	Mirror	50	j	j	1	1483	0
MR_V1_F1_J0	S109	L1_Deaf	11	137	18_0.jpg	Same	0	f	f	1	1485	0
MR_V2_F0_J1	S113	L1_Hearing	14	206	26_100_R.jpg	Mirror	100	f	f	1	1487	0
MR_V1_F1_J0	S120	L1_Deaf	20	130	17_0_R.jpg	Mirror	0	j	f	0	1492	0
MR_V2_F0_J1	S149	L1_Deaf	27	201	26_0.jpg	Same	0	j	j	1	1492	0
MR_V1_F1_J0	S116	L1_Hearing	43	107	14_50.jpg	Same	50	f	f	1	1492	0
MR_V2_F0_J1	S128	L2_Intermediate	27	353	45_0.jpg	Same	0	j	j	1	1495	0
MR_V2_F0_J1	S150	L1_Hearing	19	143	18_150.jpg	Same	150	j	j	1	1495	0
MR_V2_F0_J1	S132	L2_Fluent	26	344	43_150_R.jpg	Mirror	150	f	j	0	1498	0
MR_V2_F0_J1	S107	L1_Deaf	27	175	22_150.jpg	Same	150	j	j	1	1499	0
MR_V2_F0_J1	S132	L2_Fluent	9	368	46_150_R.jpg	Mirror	150	f	j	0	1501	0
MR_V2_F0_J1	S112	L1_Deaf	19	377	48_0.jpg	Same	0	j	f	0	1502	0
MR_V1_F1_J0	S152	L2_Fluent	16	183	23_150.jpg	Same	150	f	f	1	1505	0
MR_V1_F1_J0	S139	L1_Deaf	3	346	44_0_R.jpg	Mirror	0	j	j	1	1508	0
MR_V2_F0_J1	S107	L1_Deaf	44	159	20_150.jpg	Same	150	j	j	1	1508	0
MR_V2_F0_J1	S153	L2_Intermediate	14	217	28_0.jpg	Same	0	j	j	1	1509	0
MR_V1_F1_J0	S122	L2_Intermediate	33	150	19_100_R.jpg	Mirror	100	j	f	0	1515	0
MR_V1_F1_J0	S117	L1_Hearing	30	95	12_150.jpg	Same	150	f	f	1	1515	0
MR_V1_F1_J0	S130	L2_Intermediate	33	217	28_0.jpg	Same	0	f	f	1	1516	0
MR_V2_F0_J1	S112	L1_Deaf	18	127	16_150.jpg	Same	150	j	f	0	1516	0
MR_V1_F1_J0	S148	L1_Hearing	28	171	22_50.jpg	Same	50	f	j	0	1521	0
MR_V2_F0_J1	S145	L2_Fluent	42	249	32_0.jpg	Same	0	j	j	1	1522	0
MR_V2_F0_J1	S128	L2_Intermediate	18	243	31_50.jpg	Same	50	j	j	1	1524	0
MR_V2_F0_J1	S113	L1_Hearing	16	36	5_50_R.jpg	Mirror	50	f	f	1	1527	0
MR_V1_F1_J0	S147	L2_Fluent	20	321	41_0.jpg	Same	0	f	f	1	1528	0
MR_V1_F1_J0	S140	L1_Deaf	17	173	22_100.jpg	Same	100	f	f	1	1528	0
MR_V1_F1_J0	S124	L1_Hearing	43	210	27_0_R.jpg	Mirror	0	j	j	1	1529	0
MR_V1_F1_J0	S140	L1_Deaf	10	90	12_0_R.jpg	Mirror	0	j	j	1	1530	0
MR_V2_F0_J1	S146	L2_Fluent	42	55	7_150.jpg	Same	150	j	j	1	1530	0
MR_V2_F0_J1	S153	L2_Intermediate	16	33	5_0.jpg	Same	0	j	j	1	1531	0
MR_V1_F1_J0	S140	L1_Deaf	25	363	46_50.jpg	Same	50	f	f	1	1533	0
MR_V2_F0_J1	S153	L2_Intermediate	28	89	12_0.jpg	Same	0	j	j	1	1534	0
MR_V2_F0_J1	S126	L2_Intermediate	33	2	1_0_R.jpg	Mirror	0	f	f	1	1535	0
MR_V2_F0_J1	S153	L2_Intermediate	38	58	8_0_R.jpg	Mirror	0	f	f	1	1537	0
MR_V1_F1_J0	S106	L1_Deaf	7	297	38_0.jpg	Same	0	f	f	1	1537	0
MR_V2_F0_J1	S131	L2_Intermediate	45	217	28_0.jpg	Same	0	j	j	1	1537	0
MR_V1_F1_J0	S148	L1_Hearing	40	38	5_100_R.jpg	Mirror	100	j	f	0	1539	0
MR_V2_F0_J1	S131	L2_Intermediate	46	110	14_100_R.jpg	Mirror	100	f	f	1	1541	0
MR_V1_F1_J0	S140	L1_Deaf	27	364	46_50_R.jpg	Mirror	50	j	j	1	1547	0
MR_V2_F0_J1	S114	L1_Deaf	39	27	4_50.jpg	Same	50	j	j	1	1549	0
MR_V1_F1_J0	S121	L2_Fluent	36	359	45_150.jpg	Same	150	f	f	1	1552	0
MR_V1_F1_J0	S122	L2_Intermediate	28	274	35_0_R.jpg	Mirror	0	j	j	1	1553	0
MR_V2_F0_J1	S105	L1_Deaf	28	112	14_150_R.jpg	Mirror	150	f	f	1	1553	0
MR_V2_F0_J1	S144	L2_Fluent	21	292	37_50_R.jpg	Mirror	50	f	j	0	1563	0
MR_V2_F0_J1	S146	L2_Fluent	23	379	48_50.jpg	Same	50	j	j	1	1563	0
MR_V1_F1_J0	S121	L2_Fluent	9	267	34_50.jpg	Same	50	f	f	1	1563	0
MR_V1_F1_J0	S152	L2_Fluent	33	196	25_50_R.jpg	Mirror	50	j	f	0	1565	0
MR_V1_F1_J0	S106	L1_Deaf	1	152	19_150_R.jpg	Mirror	150	j	f	0	1565	0
MR_V1_F1_J0	S117	L1_Hearing	47	277	35_100.jpg	Same	100	f	j	0	1567	0
MR_V1_F1_J0	S118	L2_Fluent	8	124	16_50_R.jpg	Mirror	50	j	j	1	1568	0
MR_V2_F0_J1	S113	L1_Hearing	10	293	37_100.jpg	Same	100	j	f	0	1570	0
MR_V1_F1_J0	S124	L1_Hearing	47	274	35_0_R.jpg	Mirror	0	j	j	1	1572	0
MR_V1_F1_J0	S134	L2_Intermediate	1	183	23_150.jpg	Same	150	f	j	0	1572	0
MR_V1_F1_J0	S118	L2_Fluent	16	225	29_0.jpg	Same	0	f	f	1	1577	0
MR_V2_F0_J1	S153	L2_Intermediate	15	361	46_0.jpg	Same	0	j	j	1	1577	0
MR_V2_F0_J1	S146	L2_Fluent	18	268	34_50_R.jpg	Mirror	50	f	j	0	1577	0
MR_V1_F1_J0	S117	L1_Hearing	41	92	12_50_R.jpg	Mirror	50	j	f	0	1578	0
MR_V2_F0_J1	S153	L2_Intermediate	9	108	14_50_R.jpg	Mirror	50	f	f	1	1578	0
MR_V1_F1_J0	S147	L2_Fluent	9	61	8_100.jpg	Same	100	f	f	1	1580	0
MR_V1_F1_J0	S148	L1_Hearing	37	242	31_0_R.jpg	Mirror	0	j	f	0	1581	0
MR_V2_F0_J1	S113	L1_Hearing	22	110	14_100_R.jpg	Mirror	100	f	j	0	1581	0
MR_V1_F1_J0	S130	L2_Intermediate	35	117	15_100.jpg	Same	100	f	f	1	1582	0
MR_V1_F1_J0	S117	L1_Hearing	48	210	27_0_R.jpg	Mirror	0	j	f	0	1585	0
MR_V1_F1_J0	S118	L2_Fluent	46	34	5_0_R.jpg	Mirror	0	j	j	1	1588	0
MR_V1_F1_J0	S140	L1_Deaf	12	68	9_50_R.jpg	Mirror	50	j	j	1	1588	0
MR_V2_F0_J1	S112	L1_Deaf	22	115	15_50.jpg	Same	50	j	f	0	1591	0
MR_V1_F1_J0	S152	L2_Fluent	25	350	44_100_R.jpg	Mirror	100	j	f	0	1591	0
MR_V2_F0_J1	S150	L1_Hearing	24	290	37_0_R.jpg	Mirror	0	f	f	1	1593	0
MR_V1_F1_J0	S139	L1_Deaf	23	96	12_150_R.jpg	Mirror	150	j	j	1	1595	0
MR_V1_F1_J0	S124	L1_Hearing	34	375	47_150.jpg	Same	150	f	f	1	1595	0
MR_V2_F0_J1	S149	L1_Deaf	22	187	24_50.jpg	Same	50	j	j	1	1598	0
MR_V2_F0_J1	S105	L1_Deaf	1	122	16_0_R.jpg	Mirror	0	f	f	1	1601	0
MR_V2_F0_J1	S146	L2_Fluent	14	39	5_150.jpg	Same	150	j	j	1	1602	0
MR_V1_F1_J0	S134	L2_Intermediate	29	193	25_0.jpg	Same	0	f	f	1	1603	0
MR_V2_F0_J1	S146	L2_Fluent	47	44	6_50_R.jpg	Mirror	50	f	j	0	1603	0
MR_V2_F0_J1	S145	L2_Fluent	45	206	26_100_R.jpg	Mirror	100	f	j	0	1605	0
MR_V1_F1_J0	S118	L2_Fluent	4	5	1_100.jpg	Same	100	f	f	1	1613	0
MR_V2_F0_J1	S113	L1_Hearing	33	335	42_150.jpg	Same	150	j	f	0	1621	0
MR_V1_F1_J0	S135	L2_Intermediate	29	377	48_0.jpg	Same	0	f	f	1	1624	0
MR_V2_F0_J1	S128	L2_Intermediate	12	73	10_0.jpg	Same	0	j	j	1	1628	0
MR_V1_F1_J0	S110	L1_Deaf	27	9	2_0.jpg	Same	0	f	j	0	1631	0
MR_V2_F0_J1	S131	L2_Intermediate	28	36	5_50_R.jpg	Mirror	50	f	f	1	1631	0
MR_V2_F0_J1	S146	L2_Fluent	16	132	17_50_R.jpg	Mirror	50	f	j	0	1633	0
MR_V2_F0_J1	S133	L2_Intermediate	12	220	28_50_R.jpg	Mirror	50	f	f	1	1633	0
MR_V1_F1_J0	S140	L1_Deaf	35	357	45_100.jpg	Same	100	f	f	1	1634	0
MR_V2_F0_J1	S114	L1_Deaf	14	192	24_150_R.jpg	Mirror	150	f	f	1	1635	0
MR_V1_F1_J0	S152	L2_Fluent	18	240	30_150_R.jpg	Mirror	150	j	j	1	1635	0
MR_V1_F1_J0	S118	L2_Fluent	5	155	20_50.jpg	Same	50	f	f	1	1636	0
MR_V1_F1_J0	S130	L2_Intermediate	15	333	42_100.jpg	Same	100	f	f	1	1638	0
MR_V1_F1_J0	S130	L2_Intermediate	17	212	27_50_R.jpg	Mirror	50	j	j	1	1639	0
MR_V1_F1_J0	S117	L1_Hearing	10	197	25_100.jpg	Same	100	f	f	1	1639	0
MR_V1_F1_J0	S121	L2_Fluent	17	157	20_100.jpg	Same	100	f	f	1	1641	0
MR_V2_F0_J1	S143	L2_Fluent	20	147	19_50.jpg	Same	50	j	j	1	1643	0
MR_V1_F1_J0	S151	L2_Intermediate	12	113	15_0.jpg	Same	0	f	f	1	1647	0
MR_V1_F1_J0	S122	L2_Intermediate	24	246	31_100_R.jpg	Mirror	100	j	j	1	1651	0
MR_V1_F1_J0	S136	L2_Fluent	5	149	19_100.jpg	Same	100	f	f	1	1651	0
MR_V2_F0_J1	S143	L2_Fluent	28	252	32_50_R.jpg	Mirror	50	f	f	1	1654	0
MR_V2_F0_J1	S126	L2_Intermediate	24	236	30_50_R.jpg	Mirror	50	f	f	1	1654	0
MR_V2_F0_J1	S126	L2_Intermediate	26	366	46_100_R.jpg	Mirror	100	f	j	0	1655	0
MR_V1_F1_J0	S118	L2_Fluent	39	67	9_50.jpg	Same	50	f	f	1	1657	0
MR_V1_F1_J0	S122	L2_Intermediate	39	162	21_0_R.jpg	Mirror	0	j	j	1	1659	0
MR_V1_F1_J0	S134	L2_Intermediate	16	30	4_100_R.jpg	Mirror	100	j	f	0	1659	0
MR_V1_F1_J0	S120	L1_Deaf	1	216	27_150_R.jpg	Mirror	150	j	j	1	1662	0
MR_V1_F1_J0	S136	L2_Fluent	16	180	23_50_R.jpg	Mirror	50	j	j	1	1667	0
MR_V2_F0_J1	S107	L1_Deaf	2	271	34_150.jpg	Same	150	j	j	1	1670	0
MR_V1_F1_J0	S124	L1_Hearing	31	367	46_150.jpg	Same	150	f	f	1	1670	0
MR_V1_F1_J0	S140	L1_Deaf	4	175	22_150.jpg	Same	150	f	f	1	1670	0
MR_V1_F1_J0	S134	L2_Intermediate	10	305	39_0.jpg	Same	0	f	f	1	1672	0
MR_V1_F1_J0	S111	L2_Intermediate	38	30	4_100_R.jpg	Mirror	100	j	j	1	1674	0
MR_V2_F0_J1	S146	L2_Fluent	45	251	32_50.jpg	Same	50	j	j	1	1675	0
MR_V2_F0_J1	S107	L1_Deaf	39	224	28_150_R.jpg	Mirror	150	f	f	1	1676	0
MR_V1_F1_J0	S118	L2_Fluent	42	350	44_100_R.jpg	Mirror	100	j	j	1	1677	0
MR_V2_F0_J1	S128	L2_Intermediate	33	81	11_0.jpg	Same	0	j	j	1	1678	0
MR_V1_F1_J0	S136	L2_Fluent	18	228	29_50_R.jpg	Mirror	50	j	j	1	1678	0
MR_V1_F1_J0	S148	L1_Hearing	33	121	16_0.jpg	Same	0	f	j	0	1683	0
MR_V2_F0_J1	S107	L1_Deaf	10	111	14_150.jpg	Same	150	j	j	1	1684	0
MR_V1_F1_J0	S116	L1_Hearing	23	258	33_0_R.jpg	Mirror	0	j	j	1	1686	0
MR_V1_F1_J0	S121	L2_Fluent	16	24	3_150_R.jpg	Mirror	150	j	f	0	1690	0
MR_V1_F1_J0	S148	L1_Hearing	17	25	4_0.jpg	Same	0	f	j	0	1693	0
MR_V2_F0_J1	S133	L2_Intermediate	11	287	36_150.jpg	Same	150	j	j	1	1693	0
MR_V2_F0_J1	S132	L2_Fluent	37	336	42_150_R.jpg	Mirror	150	f	f	1	1696	0
MR_V2_F0_J1	S153	L2_Intermediate	6	114	15_0_R.jpg	Mirror	0	f	f	1	1701	0
MR_V1_F1_J0	S134	L2_Intermediate	13	135	17_150.jpg	Same	150	f	f	1	1704	0
MR_V1_F1_J0	S118	L2_Fluent	43	3	1_50.jpg	Same	50	f	f	1	1705	0
MR_V1_F1_J0	S121	L2_Fluent	30	230	29_100_R.jpg	Mirror	100	j	j	1	1706	0
MR_V1_F1_J0	S122	L2_Intermediate	47	84	11_50_R.jpg	Mirror	50	j	j	1	1708	0
MR_V1_F1_J0	S151	L2_Intermediate	6	65	9_0.jpg	Same	0	f	f	1	1711	0
MR_V1_F1_J0	S106	L1_Deaf	36	18	3_0_R.jpg	Mirror	0	j	j	1	1713	0
MR_V1_F1_J0	S111	L2_Intermediate	2	203	26_50.jpg	Same	50	f	f	1	1715	0
MR_V2_F0_J1	S107	L1_Deaf	29	347	44_50.jpg	Same	50	j	j	1	1719	0
MR_V2_F0_J1	S150	L1_Hearing	27	321	41_0.jpg	Same	0	j	j	1	1725	0
MR_V2_F0_J1	S113	L1_Hearing	9	301	38_100.jpg	Same	100	j	f	0	1725	0
MR_V2_F0_J1	S113	L1_Hearing	4	242	31_0_R.jpg	Mirror	0	f	j	0	1726	0
MR_V1_F1_J0	S109	L1_Deaf	38	34	5_0_R.jpg	Mirror	0	j	j	1	1727	0
MR_V2_F0_J1	S107	L1_Deaf	42	363	46_50.jpg	Same	50	j	j	1	1733	0
MR_V2_F0_J1	S133	L2_Intermediate	38	107	14_50.jpg	Same	50	j	j	1	1734	0
MR_V2_F0_J1	S146	L2_Fluent	43	313	40_0.jpg	Same	0	j	j	1	1735	0
MR_V1_F1_J0	S152	L2_Fluent	12	137	18_0.jpg	Same	0	f	j	0	1736	0
MR_V2_F0_J1	S108	L2_Intermediate	17	214	27_100_R.jpg	Mirror	100	f	j	0	1737	0
